id,original_name,image_file,qwen_reasoning,qwen_era,qwen_culture,qwen_decoration,qwen_shape_feature,qwen_texture,qwen_root_shape,qwen_name
67FF6DBA9F7447BE81F03C0A61B8E177,新石器时代龙山文化黑陶盆,67FF6DBA9F7447BE81F03C0A61B8E177_0.jpg,器物为敞口、斜腹、平底浅盆形，外壁呈黑褐色（局部有烧制不均的褐斑），内壁为灰白色胎体，表面无明显纹饰，质地致密细腻，属典型龙山文化黑陶特征；器口沿一侧有明显流口状凸出，应为实用倾倒功能设计，但非标准‘匜’形，仍归类为盆；结合山东地区出土同类器及‘文物山东’水印，可确认为龙山文化黑陶盆。,新石器时代,龙山文化,,流口,黑陶,盆,新石器时代龙山文化黑陶流口盆
0422EA0116B84FAABD7383B9DA277ED4,新石器时代龙山文化陶鬲,0422EA0116B84FAABD7383B9DA277ED4_0.jpg,该器为三足袋状腹、敞口、唇缘呈花边状，典型龙山文化晚期陶鬲特征；胎体粗糙可见砂粒，呈灰黑色，属夹砂灰陶；表面无明显彩绘或压印纹饰，仅见少量手制痕迹；器身编号'3-091'及标签为现代考古编号，不影响断代；三足与袋腹结构明确指向'鬲'类炊器。,新石器时代,龙山文化,,三足袋腹,夹砂灰陶,鬲,新石器时代龙山文化夹砂灰陶三足袋腹鬲
AF42A5BF0D8340519EBBC8BD3D30B7FD,新石器时代大汶口文化灰陶环,AF42A5BF0D8340519EBBC8BD3D30B7FD_0.jpg,该器物为残段，呈弧形环状，表面光滑无明显沙粒，颜色浅灰，局部可见红色彩绘痕迹（细线状），推测为陶制环形饰件或器耳残片；结合大汶口文化常见灰陶与彩绘特征，暂定为大汶口文化灰陶彩绘环。,新石器时代,大汶口文化,彩绘,环形,灰陶,环,新石器时代大汶口文化彩绘灰陶环形环
3700000201862104B100421090530656,新石器时代大汶口文化白陶单把杯,3700000201862104B100421090530656_0.jpg,器物呈乳白色，胎质细腻致密，无明显砂粒，属典型白陶；一侧附有单柄（非耳），器身鼓腹、口沿外侈、下接圈足或矮足（图中仅见侧面，但整体轮廓符合单把杯特征）；无彩绘、绳纹等装饰；形制与大汶口文化晚期至龙山文化早期白陶单把杯高度一致，尤以大汶口文化白陶器最为典型。,新石器时代,大汶口文化,,单把,白陶,杯,新石器时代大汶口文化白陶单把杯
BF2D3744FE10452AB2F795DCCE2C51FB,新石器时代大汶口文化灰陶高柄杯,BF2D3744FE10452AB2F795DCCE2C51FB_0.jpg,该器物为残件，可见一细长柄与残存杯体，柄部近底端有红色彩绘痕迹（局部红彩），整体呈浅灰褐色，质地细腻无明显砂粒，应为泥质陶；器形属高柄杯，常见于大汶口文化中晚期，结合其高柄、浅灰陶色及局部红彩特征，可判定为大汶口文化典型器。,新石器时代,大汶口文化,彩绘,高柄,泥质灰陶,杯,新石器时代大汶口文化彩绘泥质灰陶高柄杯
DD43A906B8B041329B1D4BED17C807B4,新石器时代大汶口文化陶支座,DD43A906B8B041329B1D4BED17C807B4_0.jpg,器物呈矮圆台状，表面粗糙可见砂粒，为夹砂陶；颜色灰褐偏红，无明显纹饰或装饰；形制为中空或实心支撑类器物，符合新石器时代大汶口文化常见陶支座特征（用于支撑炊器底部）；整体素面无纹，质地为夹砂灰褐陶。,新石器时代,大汶口文化,,,夹砂灰褐陶,支座,新石器时代大汶口文化夹砂灰褐陶支座
B34252D527AC40AE8A27E1303CBB12F5,新石器时代大汶口文化陶豆,B34252D527AC40AE8A27E1303CBB12F5_0.jpg,该器为高柄浅盘形，具典型豆的结构（浅盘+高圈足），胎体较薄、表面相对光滑无明显沙粒，呈灰褐色调，部分区域有白色修复痕迹；无明显彩绘、绳纹或镂孔等装饰，属素面泥质灰陶；形制与大汶口文化中晚期常见高柄豆高度吻合。,新石器时代,大汶口文化,,高柄,泥质灰陶,豆,新石器时代大汶口文化泥质灰陶高柄豆
6566D382DABC4EBA81CB7D1DAE0497BD,新石器时代大汶口文化双耳红陶鼎,6566D382DABC4EBA81CB7D1DAE0497BD_0.jpg,器物为夹砂红褐陶质地，表面粗糙可见砂粒；腹部两侧有对称小耳，底部三足呈锥形外撇，口沿外侈、鼓腹，整体造型符合鼎的典型特征；无明显纹饰或彩绘，但三足与双耳是显著外形特征；结合新石器时代中晚期常见于大汶口文化晚期至龙山文化早期的此类三足双耳鼎形制，推测属大汶口文化晚期。,新石器时代,大汶口文化,,双耳三足,夹砂红褐陶,鼎,新石器时代大汶口文化夹砂红褐陶双耳三足鼎
7F116591D973435E98BEE822B6ABBDBB,新石器时代大汶口文化红陶双耳壶,7F116591D973435E98BEE822B6ABBDBB_0.jpg,陶器为红褐色胎体，表面粗糙可见砂粒，属夹砂红褐陶；口沿外侈、颈微束、鼓腹、肩部对称设两个小系耳，整体呈壶形；无明显彩绘、绳纹等装饰，仅局部残留白色涂层（可能为后期附着或原始白衣痕迹，但不构成典型装饰特征），故装饰项留空；器型符合新石器时代中晚期常见双耳壶特征，结合双耳、鼓腹、夹砂红褐陶质地，与大汶口文化中晚期遗存高度吻合。,新石器时代,大汶口文化,,双耳,夹砂红褐陶,壶,新石器时代大汶口文化夹砂红褐陶双耳壶
9E5C3DE70C6546A98A95E0F4BB163813,新石器时代大汶口文化夹砂红褐陶罐,9E5C3DE70C6546A98A95E0F4BB163813_0.jpg,器物为小型陶容器，胎体较厚、表面粗糙可见砂粒，呈红褐色，口沿内侧及部分外壁有白色涂抹层（可能为泥浆敷面或残余白衣），无明显纹饰或附加特征；整体形制为敞口、鼓腹、小平底，属典型新石器时代早期至中期的实用陶罐，结合地域与形制特征，可暂归为大汶口文化早期类型。,新石器时代,大汶口文化,白衣,,夹砂红褐陶,罐,新石器时代大汶口文化白衣夹砂红褐陶罐
4E110E0F161B45F1A3FF09EE09B44951,新石器时代大汶口文化灰陶筒形杯,4E110E0F161B45F1A3FF09EE09B44951_0.jpg,器物为筒状直腹，上口微侈，无明显耳足等附加结构；胎体较厚，表面粗糙可见砂粒，呈灰褐色，属夹砂灰陶；无彩绘、绳纹等装饰；形制与大汶口文化晚期至龙山文化早期常见筒形杯高度吻合，尤其符合大汶口文化中晚期墓葬出土的素面夹砂灰陶筒形杯特征。,新石器时代,大汶口文化,,筒形,夹砂灰陶,杯,新石器时代大汶口文化夹砂灰陶筒形杯
6D19576D5682400F8F0ED13B3D001A11,新石器时代大汶口文化灰陶罐,6D19576D5682400F8F0ED13B3D001A11_0.jpg,器物为灰陶质地，表面无明显纹饰或彩绘，胎体较薄、质地细腻（未见砂粒，应为泥质），器形为敞口、鼓腹、小平底的直筒状罐形；从整体形态与灰陶特征看，符合大汶口文化晚期至龙山文化早期过渡阶段常见素面灰陶罐的典型风格，但缺乏明确文化标识性特征（如附加堆纹、镂孔等），故文化归属暂定为大汶口文化（参考馆藏同类修复标本惯例）。,新石器时代,大汶口文化,,,泥质灰陶,罐,新石器时代大汶口文化泥质灰陶罐
ACEDB9972ED34AC580CA0FD848D6BF07,新石器时代大汶口文化陶纺轮,ACEDB9972ED34AC580CA0FD848D6BF07_0.jpg,该器物为扁圆饼状，中央有穿孔，表面粗糙可见砂粒，呈红褐色，属典型夹砂红褐陶质地；形制符合新石器时代纺轮特征，大汶口文化常见此类夹砂红褐陶纺轮，无明显纹饰或附加特征。,新石器时代,大汶口文化,,,夹砂红褐陶,纺轮,新石器时代大汶口文化夹砂红褐陶纺轮
8f736b754e594709860317748cefa264,新石器时代大汶口文化陶罐,8f736b754e594709860317748cefa264_0.jpg,陶器呈灰褐色，胎体较厚、表面粗糙可见砂粒，属夹砂灰陶；器身有明显纵向裂痕（为后期破损，非原始纹饰），无任何装饰纹样；器形为小口、鼓腹、平底，属典型罐类；整体风格简朴，符合新石器时代晚期黄河中下游地区常见陶罐特征，但缺乏明确文化标识性特征（如大汶口彩绘、龙山黑陶或典型绳纹），故文化归属暂不确指。,新石器时代晚期,,,,夹砂灰陶,罐,新石器时代晚期夹砂灰陶罐
D9E25ACF57014889BFC86C45C893AA2F,新石器时代龙山文化白陶觚,D9E25ACF57014889BFC86C45C893AA2F_0.jpg,器身呈喇叭口、细长颈、鼓腹下收至圈足，为典型觚形；通体施白陶胎，表面光洁无明显纹饰，属龙山文化晚期高等级白陶礼器常见形制；底部略带红褐色火候不均痕迹，但主体为纯净白陶质地。,新石器时代,龙山文化,,高颈喇叭口,白陶,觚,新石器时代龙山文化白陶高颈喇叭口觚
485799E3990F4E43B0266275C8020098,新石器时代大汶口文化红陶鼎,485799E3990F4E43B0266275C8020098_0.jpg,该陶器为三足器，足部呈锥形且尖端涂白（典型大汶口文化鼎足特征），器身整体呈红陶色，表面可见少量残留彩绘痕迹（局部泛红褐斑块，非素面），质地较粗糙似含砂粒；结合三足、鼓腹、敞口形态及足尖白彩特征，可判定为大汶口文化典型红陶鼎。,新石器时代,大汶口文化,彩绘（残存）,三足,夹砂红陶,鼎,新石器时代大汶口文化彩绘夹砂红陶三足鼎
1D20CCA2E3EC4A60BFA6365F16426ACF,新石器时代夹砂陶碗,1D20CCA2E3EC4A60BFA6365F16426ACF_0.jpg,器物为敞口、斜腹、小平底的浅腹容器，胎体较厚，表面粗糙可见砂粒，呈灰褐色，无明显纹饰或附加装饰；形制符合新石器时代晚期常见陶碗特征，质地为夹砂灰陶，器型为典型碗类。,新石器时代,,,,夹砂灰陶,碗,新石器时代夹砂灰陶碗
8986BD18AAE04664B9553E731BED217F,新石器时代龙山文化夹砂褐陶器盖,8986BD18AAE04664B9553E731BED217F_0.jpg,该器物为倒置的锥形盖，顶部粗厚、下缘外撇呈喇叭口状，表面粗糙可见砂粒，呈灰褐至深褐色，无明显纹饰；底部残留白色陶胎，局部有红色标签（非原始装饰），整体特征符合龙山文化晚期典型夹砂褐陶器盖形制。,新石器时代,龙山文化,,锥形,夹砂褐陶,器盖,新石器时代龙山文化夹砂褐陶锥形器盖
1C1364B1697A49DE8DE8A3C3653076EE,新石器时代龙山文化黑陶器盖,1C1364B1697A49DE8DE8A3C3653076EE_0.jpg,器物为倒置的斗笠形盖，胎体较薄、表面光滑，呈灰白色底色，顶部及近缘处施有厚实黑色陶衣（局部剥落），属典型龙山文化黑陶工艺特征；无明显纹饰或附加结构，仅具盖形轮廓。,新石器时代,龙山文化,黑衣,斗笠形,泥质黑陶,器盖,新石器时代龙山文化黑衣泥质黑陶斗笠形器盖
A6137DF16FF842189E3AC6ABCD889939,新石器时代龙山文化黑陶双耳罐,A6137DF16FF842189E3AC6ABCD889939_0.jpg,器身呈深灰至黑色，表面光滑无明显沙粒，应为泥质黑陶；肩部两侧有对称环形耳，属双耳特征；腹部可见数道浅刻划纹（非绳纹或彩绘），口沿外侈、鼓腹、圈足，典型罐形；整体风格与龙山文化晚期黑陶器特征高度吻合。,新石器时代,龙山文化,划纹,双耳,黑陶,罐,新石器时代龙山文化划纹黑陶双耳罐
0C60D4D4256B4C428B31C7BD6E471C06,新石器时代龙山文化蛋壳陶杯,0C60D4D4256B4C428B31C7BD6E471C06_0.jpg,器物通体呈黑色，表面光洁细腻，无可见沙粒，应为泥质黑陶；器身细长如柄，下承矮圈足底座，整体形制为高柄豆类器（非杯，因杯通常无独立高柄与圈足底座组合）；龙山文化典型黑陶中常见此类高柄豆，且‘蛋壳陶’特指壁厚不足1mm的极薄黑陶，此器柄部较粗、底座厚重，不符合蛋壳陶特征；结合山东地区龙山文化黑陶高柄豆常见形制，判断为龙山文化泥质黑陶高柄豆。,新石器时代,龙山文化,黑衣,高柄,泥质黑陶,豆,新石器时代龙山文化黑衣泥质黑陶高柄豆
c41cfca1117c43fd9a68b70c70c3c66c,新石器时代龙山文化黑陶罐,c41cfca1117c43fd9a68b70c70c3c66c_0.jpg,器物通体呈深灰至黑色，表面粗糙可见砂粒，属夹砂黑陶；无明显纹饰或附加装饰；器形为小口、鼓腹、平底，典型罐形；整体风格简洁厚重，符合龙山文化晚期黑陶特征，尤其接近山东龙山文化典型夹砂黑陶罐。,新石器时代,龙山文化,,,夹砂黑陶,罐,新石器时代龙山文化夹砂黑陶罐
6AF5182D3C7D4E2C989E5C24F3E6D0F2,新石器时代大汶口文化灰陶筒形杯,6AF5182D3C7D4E2C989E5C24F3E6D0F2_0.jpg,器物为灰陶质地，表面粗糙可见砂粒，应为夹砂灰陶；器形呈直筒状、口沿外侈、无耳无足，属典型筒形杯；无明显纹饰或彩绘；整体风格与大汶口文化中晚期筒形杯特征相符，但缺乏明确文化标识性纹饰，暂依常见出土类型归为大汶口文化。,新石器时代,大汶口文化,,筒形,夹砂灰陶,杯,新石器时代大汶口文化夹砂灰陶筒形杯
7536D70725844EAF899E8EA19C88E41E,新石器时代龙山文化红褐陶单把杯,7536D70725844EAF899E8EA19C88E41E_0.jpg,器物为残片，可见单环形把手、敞口、束颈、鼓腹、圈足底，胎体较厚且表面粗糙隐约见砂粒，呈红褐色，无明显纹饰或彩绘；形制与龙山文化晚期常见单把杯（或称‘单耳杯’）高度吻合，属典型陶质饮器。,新石器时代,龙山文化,,单把,夹砂红褐陶,杯,新石器时代龙山文化夹砂红褐陶单把杯
2E7E80632CF14709A0586EF4024BAAC5,新石器时代大汶口文化灰陶杯,2E7E80632CF14709A0586EF4024BAAC5_0.jpg,器物为灰陶质地，表面粗糙可见少量砂粒，应属夹砂灰陶；无明显装饰纹样（如绳纹、彩绘等）；器形为直口、微束腰、下收至圈足的筒状杯形，属典型新石器时代晚期素面陶杯；整体风格与大汶口文化晚期至龙山文化早期过渡阶段陶器特征相符，但缺乏明确文化标识性特征（如黑衣、特殊刻划等），故文化归属暂不确指，可保守定为新石器时代晚期。,新石器时代晚期,,,,夹砂灰陶,杯,新石器时代晚期夹砂灰陶杯
39CD46D6550B4577AB7594C00B875FB7,新石器时代大汶口文化褐陶鼎,39CD46D6550B4577AB7594C00B875FB7_0.jpg,器物为灰黑色陶质，表面粗糙可见砂粒，属夹砂陶；器身有明显裂痕与白色修复痕迹，无清晰纹饰；整体呈筒形，下承三矮足，属典型三足鼎形制；年代与文化特征不显著（无典型大汶口彩绘或龙山黑陶特征），但三足筒形鼎常见于新石器时代中晚期，结合形制暂归为新石器时代，文化类型难以确指。,新石器时代,,,三足,夹砂灰陶,鼎,新石器时代夹砂灰陶三足鼎
a91bb6156ceb41e890ccad3c995a8f25,新石器时代灰褐色陶鼎,a91bb6156ceb41e890ccad3c995a8f25_0.jpg,器物为小型直筒状容器，口沿外侈且局部残缺，胎体较薄、表面相对光滑无明显沙粒，呈灰褐色，无可见纹饰或附加特征；形制近似小杯或小盂，非典型鼎（鼎应有三足或空袋足），更符合新石器时代晚期常见泥质灰陶小杯类器物特征。,新石器时代,,,,泥质灰褐陶,杯,新石器时代泥质灰褐陶杯
A31F743DFA4D4D23A7BD2AB8051BFD92,新石器时代夹砂红陶罐,A31F743DFA4D4D23A7BD2AB8051BFD92_0.jpg,器物为直口、鼓腹、平底小罐，表面粗糙可见砂粒，呈红褐色，无明显纹饰或附加特征；结合山东地区常见新石器时代遗存，质地与形制符合大汶口文化早期夹砂红褐陶罐特征，但纹饰缺失且器型普通，文化归属可暂定为大汶口文化。,新石器时代,大汶口文化,,,夹砂红褐陶,罐,新石器时代大汶口文化夹砂红褐陶罐
64FCD03A382742629D6C9DE4C335A846,新石器时代龙山文化黑陶纺轮,64FCD03A382742629D6C9DE4C335A846_0.jpg,该器物为圆形扁平片状，中央有穿孔，表面呈乌黑光亮质地，边缘略显粗糙但整体为典型轮制黑陶特征，符合龙山文化晚期高度发达的快轮制陶技术所产黑陶纺轮形制；无明显纹饰，属素面黑陶。,新石器时代,龙山文化,,,黑陶,纺轮,新石器时代龙山文化黑陶纺轮
39E57152BA7447B388E3D6994B6F4234,新石器时代大汶口文化黑衣褐陶豆,39E57152BA7447B388E3D6994B6F4234_0.jpg,器物为高柄浅盘形，典型豆类器型；通体呈深灰近黑色，表面光滑无明显纹饰或沙粒，应为轮制泥质黑陶（龙山文化典型黑陶特征），高柄中部略收束呈喇叭状底座，符合龙山文化黑陶高柄豆的典型形态；大汶口文化豆多为红陶或褐陶、柄较粗短，而此器黑陶质地与高柄细腰特征更契合龙山文化晚期。,新石器时代,龙山文化,黑衣,高柄,泥质黑陶,豆,新石器时代龙山文化黑衣泥质黑陶高柄豆
62B7CA446619431FB3FB6578FFB4FF1F,新石器时代大汶口文化灰陶筒形杯,62B7CA446619431FB3FB6578FFB4FF1F_0.jpg,器物为筒形直壁小口，表面粗糙可见砂粒，呈深灰褐色，无明显纹饰或附加特征；形制与大汶口文化晚期至龙山文化早期常见筒形杯相似，但缺乏典型装饰（如彩绘、刻划纹）和明确文化标识，结合质地与形制，暂定为新石器时代中晚期夹砂灰陶筒形杯。,新石器时代,,,筒形,夹砂灰陶,杯,新石器时代夹砂灰陶筒形杯
85CCACA0172E467399AE58E0CF43527F,新石器时代龙山文化黑陶碗,85CCACA0172E467399AE58E0CF43527F_0.jpg,器物为深色陶质，表面呈黑褐色至近黑色，胎体较薄且烧成温度高，具典型龙山文化黑陶特征；器形为敞口、斜腹、小平底碗，无明显纹饰或附加装饰，质地细腻应为泥质（非夹砂），属典型蛋壳黑陶类器物的粗胎版本。,新石器时代,龙山文化,,,黑陶,碗,新石器时代龙山文化黑陶碗
12B395ACD6D049A58AF72A2C8E85D8B0,新石器时代大汶口文化灰陶瓶,12B395ACD6D049A58AF72A2C8E85D8B0_0.jpg,器物为小型陶制容器，呈上宽下窄的筒状，口沿残缺不齐，表面无明显纹饰，质地致密、颜色深灰近黑，无沙粒感，应为泥质灰陶；器形似小型直筒杯或筒形器，常见于新石器时代晚期，结合其素面、泥质灰陶、筒状特征，与大汶口文化晚期至龙山文化早期的素面灰陶筒形杯或小杯相似，但缺乏典型文化标识（如刻符、特定耳足），暂依常见归类倾向定为大汶口文化；因无装饰、无特殊外形特征，仅保留基本要素。,新石器时代,大汶口文化,,,泥质灰陶,杯,新石器时代大汶口文化泥质灰陶杯
1b8a261db21845ddb3b3d4021e0168e5,新石器时代龙山文化黑陶盖鼎,1b8a261db21845ddb3b3d4021e0168e5_0.jpg,该器为黑陶质地，表面光亮呈黑色，三足呈尖锥状且足外侧有锯齿状附加堆纹（俗称‘鸟喙足’或‘锯齿足’），属典型龙山文化晚期三足器特征；器身浅腹、敞口、圜底，无盖，非鼎（鼎通常有盖或双耳），实为三足盆形器，学界多称‘三足盆’或‘三足钵’，部分亦归入‘豆’类，但其无高柄、腹较浅，更近‘盆’；结合山东龙山文化黑陶三足器常见形制，判定为龙山文化黑陶三足盆。,新石器时代,龙山文化,锯齿状附加堆纹,三足,黑陶,盆,新石器时代龙山文化锯齿状附加堆纹黑陶三足盆
B86AA42A1BAD441EBB583487637FE0E8,新石器时代大汶口文化红陶鼎,B86AA42A1BAD441EBB583487637FE0E8_0.jpg,该陶器为三足器，腹部鼓起、口沿外侈，典型鼎形；质地粗糙可见砂粒，呈红褐色，属夹砂红褐陶；表面无明显纹饰或彩绘；整体形制与新石器时代大汶口文化晚期至龙山文化早期的夹砂红褐陶鼎高度吻合，尤其三足短粗、袋足不显著，符合大汶口文化向龙山过渡阶段特征，但鉴于其朴素无纹、夹砂红褐、三足罐状鼎的典型性，优先归入大汶口文化。,新石器时代,大汶口文化,,三足,夹砂红褐陶,鼎,新石器时代大汶口文化夹砂红褐陶三足鼎
88A220C062834F1EBC106527B531B365,新石器时代龙山文化灰陶杯,88A220C062834F1EBC106527B531B365_0.jpg,器身呈筒状，上部敞口、束颈、鼓腹、下收为矮圈足，整体无耳无足无明显装饰；胎体较厚，表面粗糙可见砂粒，属夹砂陶；颜色以深灰至黑褐色为主，局部有浅色粉化层（可能为烧成不均或后期附着），符合龙山文化晚期典型夹砂灰黑陶特征；器型为小型直筒杯类，常见于龙山文化遗址（如山东两城镇、尧王城）。,新石器时代,龙山文化,,,夹砂灰黑陶,杯,新石器时代龙山文化夹砂灰黑陶杯
B4E2675743DA475B97D59FCEF1505CB6,新石器时代大汶口文化红陶壶,B4E2675743DA475B97D59FCEF1505CB6_0.jpg,器身呈鼓腹、短颈、小口，整体为典型壶形；胎体表面粗糙可见砂粒，属夹砂陶；颜色以红褐色为主，局部有白色斑块（应为后期附着或修复痕迹，非原始彩绘）；无明显纹饰或附加特征；形制与大汶口文化中晚期常见夹砂红褐陶壶高度吻合。,新石器时代,大汶口文化,,,夹砂红褐陶,壶,新石器时代大汶口文化夹砂红褐陶壶
D2EE3EF6ED9542AD89DD21BBD98D87BF,新石器时代龙山文化黑陶双耳盆,D2EE3EF6ED9542AD89DD21BBD98D87BF_0.jpg,器物为灰黑色陶质，表面局部残留黑色涂层（黑衣），胎体较薄、质地细腻，属泥质陶；器形为敞口浅腹盆状，无耳、无足，口沿外撇，底部有修复痕迹与标签；整体风格符合龙山文化典型黑陶特征，尤以蛋壳黑陶技术为标志，虽非蛋壳级，但属黑陶系统；无明显绳纹、彩绘或附加堆纹等装饰，仅存黑衣残留。,新石器时代,龙山文化,黑衣,,泥质黑陶,盆,新石器时代龙山文化黑衣泥质黑陶盆
